id,comida_preferida,frecuencia_consumo,gasto_promedio,satisfaccion_producto,satisfaccion_servicio,tiempo_entrega,precio_percepcion,recomendaria_nps,volveria_comprar,calificacion_general
373,Hamburguesas,Quincenal,95,8,5,Lento,Medio,6,No,6
374,Pollo Frito,Ocasional,108,8,8,Rápido,Alto,3,No,6
375,Sándwiches,Mensual,41,1,2,Lento,Medio,8,Sí,4
376,Hot Dogs,Semanal,66,10,2,Aceptable,Alto,6,No,6
377,Pollo Frito,Ocasional,36,9,8,Rápido,Medio,7,Sí,8
378,Pizza,Quincenal,142,10,3,Aceptable,Alto,3,Sí,5
379,Shawarmas,Mensual,63,6,7,Rápido,Medio,8,Sí,7
380,Pizza,Quincenal,133,7,7,Aceptable,Bajo,9,Sí,8
381,Pollo Frito,Semanal,82,0,9,Aceptable,Alto,6,No,5
382,Tacos,Ocasional,54,3,10,Rápido,Medio,7,No,7
383,Pollo Frito,Semanal,62,10,7,Aceptable,Medio,7,Sí,8
384,Pizza,Mensual,53,6,7,Rápido,Alto,3,Sí,5
385,Pizza,Semanal,49,7,10,Rápido,Alto,9,Sí,9
386,Pollo Frito,Quincenal,50,8,5,Rápido,Alto,7,Sí,7
387,Pollo Frito,Quincenal,79,4,10,Rápido,Medio,9,Sí,8
388,Pizza,Quincenal,72,9,8,Rápido,Medio,8,Sí,8
389,Pizza,Mensual,143,8,7,Aceptable,Bajo,3,Sí,6
390,Hamburguesas,Mensual,74,9,9,Lento,Medio,5,No,8
391,Pizza,Semanal,111,9,7,Aceptable,Medio,3,No,6
392,Hamburguesas,Mensual,96,2,10,Rápido,Medio,8,No,7
393,Shawarmas,Semanal,49,7,5,Aceptable,Medio,1,No,4
394,Tacos,Mensual,62,5,7,Aceptable,Alto,6,Sí,6
395,Hot Dogs,Semanal,65,5,8,Aceptable,Alto,9,No,7
396,Hot Dogs,Mensual,31,6,7,Aceptable,Medio,9,Sí,7
397,Shawarmas,Ocasional,72,8,5,Rápido,Alto,5,No,6
398,Hamburguesas,Quincenal,94,9,7,Aceptable,Alto,9,Sí,8
399,Pizza,Mensual,109,3,8,Rápido,Alto,7,No,6
400,Pizza,Semanal,97,10,10,Rápido,Alto,10,Sí,10
401,Pizza,Semanal,87,8,4,Rápido,Medio,8,Sí,7
402,Tacos,Semanal,45,7,9,Aceptable,Medio,2,No,6
403,Sándwiches,Semanal,29,8,9,Lento,Medio,10,Sí,9
404,Pollo Frito,Diario,35,8,5,Rápido,Bajo,8,Sí,7
405,Hamburguesas,Quincenal,56,2,1,Aceptable,Medio,10,No,4
406,Hamburguesas,Mensual,52,6,10,Rápido,Alto,6,Sí,7
407,Hot Dogs,Diario,34,9,3,Aceptable,Bajo,9,Sí,7
408,Hamburguesas,Mensual,39,6,8,Aceptable,Medio,9,Sí,8
409,Pizza,Semanal,152,0,8,Rápido,Medio,7,No,5
410,Tacos,Semanal,26,6,8,Rápido,Medio,8,Sí,7
411,Pizza,Mensual,58,7,8,Aceptable,Medio,5,Sí,7
412,Tacos,Mensual,50,6,7,Lento,Medio,4,No,6
413,Pollo Frito,Semanal,36,8,10,Aceptable,Bajo,9,Sí,9
414,Pizza,Quincenal,137,9,10,Aceptable,Alto,8,Sí,9
415,Hamburguesas,Semanal,57,9,9,Rápido,Bajo,6,No,8
416,Hot Dogs,Mensual,20,9,8,Lento,Alto,4,No,7
417,Hamburguesas,Mensual,82,9,4,Lento,Medio,7,Sí,7
418,Hamburguesas,Mensual,88,8,9,Lento,Alto,3,Sí,7
419,Pizza,Ocasional,106,9,8,Aceptable,Medio,4,No,7
420,Shawarmas,Mensual,46,7,7,Rápido,Bajo,10,Sí,8
421,Pollo Frito,Diario,121,7,9,Rápido,Alto,9,Sí,8
422,Shawarmas,Quincenal,42,7,9,Aceptable,Medio,7,Sí,8
423,Pizza,Mensual,159,10,1,Rápido,Alto,8,Sí,6
424,Hot Dogs,Mensual,24,9,6,Rápido,Medio,6,No,7
425,Pollo Frito,Quincenal,65,2,7,Lento,Medio,8,Sí,6
426,Pizza,Quincenal,128,0,7,Aceptable,Alto,1,Sí,3
427,Sándwiches,Quincenal,90,8,8,Rápido,Alto,7,Sí,8
428,Hot Dogs,Mensual,41,8,8,Aceptable,Medio,7,Sí,8
429,Pizza,Mensual,73,0,6,Aceptable,Medio,8,No,5
430,Pizza,Mensual,108,3,9,Rápido,Medio,9,Sí,7
431,Pizza,Mensual,72,7,9,Rápido,Medio,9,Sí,8
432,Shawarmas,Mensual,45,9,7,Lento,Bajo,8,Sí,8
433,Pollo Frito,Quincenal,41,8,7,Lento,Alto,8,Sí,8
434,Shawarmas,Mensual,52,9,3,Aceptable,Medio,6,No,6
435,Sándwiches,Ocasional,56,5,10,Aceptable,Bajo,10,No,8
436,Pollo Frito,Mensual,100,6,9,Aceptable,Alto,9,Sí,8
437,Pollo Frito,Semanal,114,9,8,Rápido,Medio,10,Sí,9
438,Sándwiches,Semanal,94,8,6,Aceptable,Medio,3,No,6
439,Sándwiches,Mensual,93,5,9,Rápido,Bajo,9,Sí,8
440,Tacos,Semanal,45,10,8,Aceptable,Medio,3,Sí,7
441,Tacos,Diario,82,3,9,Aceptable,Medio,9,Sí,7
442,Pizza,Mensual,147,8,8,Rápido,Alto,1,No,6
443,Sándwiches,Semanal,95,1,9,Aceptable,Alto,4,No,5
444,Tacos,Quincenal,50,9,10,Lento,Bajo,6,Sí,8
445,Sándwiches,Mensual,40,6,7,Rápido,Medio,8,Sí,7
446,Hamburguesas,Semanal,54,1,10,Aceptable,Medio,8,No,6
447,Hamburguesas,Mensual,75,7,10,Aceptable,Bajo,7,Sí,8
448,Pollo Frito,Quincenal,79,5,5,Rápido,Alto,6,No,5
449,Pollo Frito,Quincenal,106,9,10,Rápido,Alto,0,No,6
450,Pollo Frito,Quincenal,40,8,6,Lento,Medio,10,Sí,8
451,Pollo Frito,Semanal,101,9,6,Rápido,Bajo,9,Sí,8
452,Shawarmas,Semanal,95,2,2,Aceptable,Medio,10,Sí,5
453,Pollo Frito,Semanal,122,7,3,Aceptable,Alto,8,Sí,6
454,Tacos,Quincenal,34,9,4,Rápido,Bajo,7,Sí,7
455,Pizza,Mensual,116,2,9,Rápido,Medio,10,No,7
456,Hamburguesas,Diario,50,8,8,Aceptable,Medio,8,Sí,8
457,Tacos,Semanal,89,3,9,Rápido,Alto,6,Sí,6
458,Hamburguesas,Mensual,38,7,8,Aceptable,Alto,3,No,6
459,Hamburguesas,Quincenal,73,8,10,Aceptable,Medio,9,Sí,9
460,Sándwiches,Quincenal,43,3,0,Rápido,Medio,8,Sí,4
461,Shawarmas,Semanal,82,10,9,Rápido,Alto,3,Sí,7
462,Pizza,Semanal,147,8,1,Lento,Medio,9,Sí,6
463,Pollo Frito,Semanal,120,2,2,Lento,Medio,9,No,4
464,Tacos,Semanal,61,8,10,Rápido,Medio,6,No,8
465,Tacos,Semanal,71,9,10,Rápido,Medio,4,No,8
466,Tacos,Quincenal,71,3,9,Rápido,Alto,9,No,7
467,Pollo Frito,Semanal,117,8,9,Rápido,Medio,9,Sí,9
468,Hamburguesas,Mensual,44,9,10,Aceptable,Alto,9,Sí,9
469,Pollo Frito,Mensual,62,10,8,Lento,Medio,8,Sí,9
470,Tacos,Semanal,53,10,8,Rápido,Medio,9,Sí,9
471,Pizza,Semanal,46,8,9,Aceptable,Bajo,9,Sí,9
472,Pollo Frito,Quincenal,57,8,8,Rápido,Medio,9,Sí,8
473,Sándwiches,Diario,87,5,5,Aceptable,Alto,5,Sí,5
474,Hamburguesas,Ocasional,40,1,8,Aceptable,Medio,3,No,4
475,Pollo Frito,Semanal,118,6,8,Rápido,Medio,10,Sí,8
476,Sándwiches,Semanal,76,6,9,Aceptable,Medio,7,Sí,7
477,Pollo Frito,Semanal,56,5,7,Rápido,Medio,5,Sí,6
478,Tacos,Semanal,54,7,6,Aceptable,Medio,3,No,5
479,Pollo Frito,Quincenal,66,1,8,Lento,Bajo,4,Sí,4
480,Pizza,Ocasional,111,10,8,Rápido,Medio,8,Sí,9
481,Tacos,Semanal,35,5,8,Rápido,Alto,7,No,7
482,Pollo Frito,Mensual,58,8,7,Lento,Medio,4,No,6
483,Pizza,Semanal,61,3,4,Aceptable,Medio,9,No,5
484,Pizza,Ocasional,121,1,9,Rápido,Medio,7,Sí,6
485,Shawarmas,Quincenal,30,10,9,Aceptable,Medio,8,Sí,9
486,Pizza,Quincenal,74,10,7,Rápido,Alto,9,Sí,9
487,Shawarmas,Mensual,42,7,5,Lento,Bajo,9,Sí,7
488,Pollo Frito,Quincenal,67,4,9,Aceptable,Medio,9,Sí,7
489,Pizza,Mensual,97,6,4,Rápido,Alto,8,Sí,6
490,Hamburguesas,Semanal,70,10,7,Rápido,Medio,4,No,7
491,Pollo Frito,Ocasional,108,6,9,Lento,Medio,9,Sí,8
492,Tacos,Quincenal,45,3,7,Rápido,Alto,9,Sí,6
493,Pizza,Semanal,63,7,8,Rápido,Bajo,2,No,6
494,Pizza,Semanal,96,8,7,Aceptable,Alto,9,Sí,8
495,Hot Dogs,Quincenal,48,0,9,Rápido,Alto,10,No,6
496,Pollo Frito,Mensual,113,4,1,Lento,Bajo,5,Sí,3
497,Hamburguesas,Semanal,120,7,8,Aceptable,Bajo,7,Sí,7
498,Pizza,Semanal,151,8,8,Rápido,Alto,6,No,7
499,Hamburguesas,Quincenal,35,5,7,Aceptable,Medio,3,Sí,5
500,Pizza,Quincenal,77,9,9,Aceptable,Alto,8,Sí,9
501,Pollo Frito,Mensual,78,10,7,Aceptable,Bajo,7,Sí,8
502,Pizza,Semanal,126,9,5,Aceptable,Medio,9,Sí,8
503,Hamburguesas,Quincenal,68,5,2,Rápido,Alto,8,No,5
504,Pollo Frito,Semanal,108,5,10,Aceptable,Medio,8,Sí,8
505,Tacos,Mensual,51,5,9,Rápido,Bajo,9,No,8
506,Shawarmas,Mensual,93,8,9,Rápido,Medio,8,Sí,8
507,Pollo Frito,Quincenal,108,9,7,Lento,Medio,10,Sí,9
508,Pizza,Quincenal,51,7,7,Rápido,Medio,10,Sí,8
509,Shawarmas,Mensual,88,10,8,Aceptable,Bajo,7,Sí,8
510,Pizza,Quincenal,86,6,9,Rápido,Medio,4,No,6
511,Pollo Frito,Semanal,98,7,7,Rápido,Medio,9,Sí,8
512,Hamburguesas,Quincenal,108,8,9,Aceptable,Medio,9,Sí,9
513,Hot Dogs,Semanal,71,10,3,Rápido,Medio,9,Sí,7
514,Sándwiches,Mensual,91,8,6,Rápido,Alto,7,Sí,7
515,Pizza,Semanal,65,2,9,Rápido,Medio,7,Sí,6
516,Hamburguesas,Quincenal,67,6,7,Aceptable,Medio,6,Sí,6
517,Pollo Frito,Ocasional,71,6,8,Aceptable,Alto,7,Sí,7
518,Hamburguesas,Semanal,115,10,9,Lento,Medio,8,Sí,9
519,Pollo Frito,Quincenal,44,2,6,Aceptable,Medio,6,No,5
520,Hamburguesas,Mensual,81,9,7,Rápido,Alto,7,Sí,8
521,Pizza,Semanal,77,10,9,Rápido,Bajo,2,Sí,7
522,Sándwiches,Quincenal,31,0,7,Rápido,Medio,9,Sí,5
523,Pizza,Ocasional,94,6,5,Rápido,Alto,5,Sí,5
524,Pizza,Mensual,155,10,9,Lento,Alto,7,Sí,9
525,Pollo Frito,Semanal,124,8,8,Aceptable,Alto,7,Sí,8
526,Hamburguesas,Quincenal,103,6,6,Aceptable,Medio,8,Sí,7
527,Hamburguesas,Semanal,73,0,7,Rápido,Medio,9,Sí,5
528,Pizza,Ocasional,141,7,0,Rápido,Medio,7,Sí,5
529,Pizza,Semanal,97,10,7,Aceptable,Medio,5,No,7
530,Pizza,Quincenal,111,9,10,Aceptable,Medio,9,Sí,9
531,Tacos,Mensual,77,4,2,Aceptable,Medio,3,Sí,3
532,Hamburguesas,Quincenal,59,6,4,Rápido,Alto,10,Sí,7
533,Hamburguesas,Semanal,91,9,5,Rápido,Medio,4,No,6
534,Hot Dogs,Quincenal,43,7,9,Rápido,Alto,6,Sí,7
535,Pizza,Quincenal,69,10,5,Rápido,Alto,6,Sí,7
536,Hamburguesas,Mensual,91,5,10,Aceptable,Alto,4,Sí,6
537,Pollo Frito,Mensual,74,10,4,Aceptable,Medio,9,Sí,8
538,Pizza,Quincenal,83,4,10,Lento,Medio,9,Sí,8
539,Hamburguesas,Diario,70,8,7,Aceptable,Medio,5,Sí,7
540,Tacos,Semanal,36,5,7,Lento,Alto,8,No,7
541,Pollo Frito,Semanal,117,4,8,Rápido,Alto,3,No,5
542,Hot Dogs,Mensual,71,10,9,Rápido,Bajo,0,No,6
543,Shawarmas,Quincenal,86,8,8,Aceptable,Medio,7,Sí,8
544,Hamburguesas,Quincenal,111,10,8,Rápido,Alto,2,Sí,7
545,Pollo Frito,Quincenal,116,7,9,Aceptable,Medio,10,Sí,9
546,Pollo Frito,Semanal,43,8,8,Aceptable,Bajo,6,No,7
547,Hamburguesas,Quincenal,76,3,7,Rápido,Bajo,2,Sí,4
548,Pizza,Semanal,49,8,9,Aceptable,Medio,8,Sí,8
549,Hamburguesas,Semanal,112,9,0,Aceptable,Alto,10,Sí,6
550,Hot Dogs,Quincenal,60,2,8,Aceptable,Alto,10,No,7
551,Pizza,Quincenal,112,1,2,Lento,Bajo,6,Sí,3
552,Tacos,Quincenal,49,4,8,Aceptable,Medio,8,Sí,7
553,Tacos,Mensual,70,8,9,Rápido,Alto,7,Sí,8
554,Pollo Frito,Quincenal,119,4,10,Lento,Medio,7,No,7
555,Sándwiches,Mensual,77,9,7,Aceptable,Medio,9,Sí,8
556,Pizza,Mensual,140,5,10,Rápido,Bajo,7,No,7
557,Hamburguesas,Diario,52,10,6,Rápido,Medio,6,Sí,7
558,Tacos,Ocasional,60,10,7,Aceptable,Bajo,8,Sí,8
559,Pollo Frito,Semanal,68,6,8,Rápido,Medio,5,No,6
560,Shawarmas,Mensual,71,9,4,Aceptable,Medio,9,Sí,7
561,Shawarmas,Quincenal,68,1,9,Lento,Medio,6,Sí,5
562,Shawarmas,Quincenal,45,9,5,Aceptable,Bajo,8,Sí,7
563,Tacos,Semanal,64,7,6,Rápido,Medio,8,Sí,7
564,Pizza,Mensual,95,10,9,Rápido,Medio,8,Sí,9
565,Hot Dogs,Semanal,41,2,8,Rápido,Medio,1,No,4
566,Hamburguesas,Mensual,52,7,4,Aceptable,Medio,7,Sí,6
567,Sándwiches,Quincenal,56,2,9,Rápido,Medio,6,Sí,6
568,Hamburguesas,Semanal,79,8,0,Aceptable,Alto,6,No,5
569,Hamburguesas,Semanal,40,10,5,Rápido,Medio,8,Sí,8
570,Pizza,Mensual,76,10,10,Aceptable,Bajo,9,Sí,10
571,Tacos,Semanal,82,7,6,Rápido,Medio,9,Sí,7
572,Tacos,Quincenal,43,8,8,Rápido,Bajo,6,Sí,7
573,Pizza,Mensual,79,1,8,Aceptable,Medio,0,No,3
574,Shawarmas,Semanal,43,0,9,Lento,Medio,8,Sí,6
575,Tacos,Ocasional,87,9,8,Aceptable,Medio,4,No,7
576,Pizza,Ocasional,84,6,7,Aceptable,Medio,4,No,6
577,Hamburguesas,Ocasional,99,5,2,Lento,Alto,5,No,4
578,Pizza,Quincenal,80,5,6,Rápido,Medio,7,Sí,6
579,Sándwiches,Quincenal,54,7,8,Rápido,Medio,7,Sí,7
580,Hamburguesas,Semanal,118,3,8,Rápido,Medio,9,Sí,7
581,Pollo Frito,Semanal,53,8,8,Aceptable,Alto,4,Sí,7
582,Pizza,Semanal,157,3,0,Lento,Medio,6,No,3
583,Tacos,Mensual,60,4,4,Aceptable,Medio,3,Sí,4
584,Hamburguesas,Quincenal,64,8,5,Aceptable,Medio,0,Sí,4
585,Pollo Frito,Quincenal,126,8,4,Rápido,Medio,6,No,6
586,Pizza,Mensual,46,10,10,Aceptable,Bajo,5,Sí,8
587,Shawarmas,Ocasional,92,8,9,Rápido,Alto,10,Sí,9
588,Pollo Frito,Mensual,127,6,8,Aceptable,Medio,9,Sí,8
589,Shawarmas,Mensual,96,3,7,Aceptable,Medio,9,Sí,6
590,Tacos,Quincenal,31,4,7,Aceptable,Medio,10,No,7
591,Pollo Frito,Semanal,101,10,7,Rápido,Medio,8,Sí,8
592,Pizza,Quincenal,159,8,3,Aceptable,Bajo,7,Sí,6
593,Pollo Frito,Mensual,60,10,2,Aceptable,Bajo,6,Sí,6
594,Pizza,Quincenal,91,2,9,Rápido,Medio,9,Sí,7
595,Tacos,Ocasional,44,4,3,Rápido,Medio,9,Sí,5
596,Tacos,Quincenal,48,3,3,Rápido,Medio,4,No,3
597,Pollo Frito,Mensual,112,10,5,Aceptable,Medio,8,Sí,8
598,Pizza,Quincenal,76,10,5,Aceptable,Medio,8,Sí,8
599,Pizza,Semanal,89,1,9,Rápido,Bajo,8,No,6
600,Pizza,Ocasional,65,8,8,Aceptable,Alto,8,Sí,8
601,Pizza,Quincenal,119,6,1,Rápido,Alto,9,Sí,5
602,Hot Dogs,Mensual,73,8,6,Rápido,Medio,3,No,6
603,Pizza,Semanal,52,3,9,Aceptable,Medio,8,Sí,7
604,Sándwiches,Ocasional,61,7,9,Lento,Medio,5,No,7
605,Pollo Frito,Mensual,98,7,4,Aceptable,Alto,8,Sí,6
606,Pizza,Diario,125,9,9,Rápido,Medio,4,No,7
607,Pollo Frito,Quincenal,36,8,8,Rápido,Medio,5,Sí,7
608,Hamburguesas,Diario,77,6,9,Rápido,Bajo,8,Sí,8
609,Hamburguesas,Semanal,96,10,9,Aceptable,Medio,8,Sí,9
610,Shawarmas,Quincenal,72,7,9,Rápido,Medio,10,Sí,9
611,Pollo Frito,Mensual,106,8,4,Aceptable,Alto,8,Sí,7
612,Hamburguesas,Ocasional,70,9,6,Aceptable,Medio,6,Sí,7
613,Pollo Frito,Mensual,74,9,6,Rápido,Alto,1,No,5
614,Hamburguesas,Mensual,73,5,6,Aceptable,Alto,3,Sí,5
615,Hamburguesas,Diario,96,10,4,Aceptable,Medio,6,No,7
616,Tacos,Semanal,37,9,10,Rápido,Medio,8,Sí,9
617,Hamburguesas,Mensual,101,3,6,Rápido,Alto,1,Sí,3
618,Pizza,Mensual,140,6,8,Rápido,Medio,6,Sí,7
619,Hamburguesas,Semanal,91,8,5,Rápido,Medio,4,Sí,6
620,Pollo Frito,Semanal,79,8,5,Aceptable,Medio,10,Sí,8
621,Pizza,Semanal,159,6,7,Lento,Bajo,3,No,5
622,Hamburguesas,Semanal,85,4,8,Aceptable,Medio,8,No,7
623,Hot Dogs,Mensual,62,9,2,Aceptable,Medio,10,Sí,7
624,Pizza,Mensual,134,7,7,Aceptable,Medio,8,Sí,7
625,Pizza,Semanal,155,10,5,Aceptable,Medio,6,Sí,7
626,Hot Dogs,Mensual,49,7,2,Aceptable,Bajo,3,No,4
627,Tacos,Quincenal,41,7,7,Rápido,Medio,9,Sí,8
628,Pizza,Semanal,104,7,7,Aceptable,Alto,8,Sí,7
629,Hamburguesas,Semanal,110,7,10,Rápido,Medio,8,Sí,8
630,Pizza,Mensual,139,10,8,Aceptable,Medio,7,Sí,8
631,Pollo Frito,Mensual,57,6,7,Aceptable,Medio,8,Sí,7
632,Hot Dogs,Semanal,61,8,2,Lento,Alto,9,Sí,6
633,Pollo Frito,Diario,53,8,7,Rápido,Medio,6,No,7
634,Hamburguesas,Quincenal,73,10,10,Lento,Alto,9,Sí,10
635,Pollo Frito,Quincenal,100,7,3,Lento,Alto,6,No,5
636,Pizza,Quincenal,90,3,5,Aceptable,Medio,1,No,3
637,Hamburguesas,Semanal,83,7,5,Rápido,Medio,4,Sí,5
638,Shawarmas,Mensual,49,5,9,Rápido,Bajo,3,Sí,6
639,Tacos,Quincenal,80,10,3,Lento,Alto,3,No,5
640,Tacos,Ocasional,48,7,7,Rápido,Medio,9,Sí,8
641,Hamburguesas,Diario,98,9,5,Rápido,Medio,7,Sí,7
642,Hamburguesas,Ocasional,107,7,6,Lento,Bajo,8,Sí,7
643,Tacos,Quincenal,60,7,2,Rápido,Medio,10,Sí,6
644,Tacos,Ocasional,34,8,8,Aceptable,Alto,8,Sí,8
645,Pollo Frito,Diario,93,7,7,Rápido,Alto,9,Sí,8
646,Hot Dogs,Semanal,22,8,8,Rápido,Medio,6,No,7
647,Pizza,Semanal,82,9,8,Rápido,Bajo,5,Sí,7
648,Hot Dogs,Semanal,59,5,9,Aceptable,Alto,0,Sí,5
649,Tacos,Mensual,72,9,5,Aceptable,Alto,9,Sí,8
650,Shawarmas,Semanal,40,10,8,Aceptable,Medio,9,Sí,9
651,Hamburguesas,Semanal,119,7,8,Rápido,Medio,5,No,7
652,Hot Dogs,Semanal,49,7,6,Aceptable,Medio,9,Sí,7
653,Hamburguesas,Mensual,95,5,8,Lento,Medio,7,No,7
654,Tacos,Ocasional,30,2,8,Aceptable,Medio,6,No,5
655,Hamburguesas,Semanal,47,5,8,Aceptable,Medio,7,Sí,7
656,Pizza,Semanal,133,10,6,Aceptable,Bajo,0,Sí,5
657,Pizza,Semanal,102,6,9,Rápido,Bajo,5,Sí,7
658,Sándwiches,Mensual,52,10,8,Rápido,Alto,9,Sí,9
659,Pizza,Mensual,160,8,9,Aceptable,Medio,4,Sí,7
660,Pollo Frito,Ocasional,116,7,10,Aceptable,Medio,9,Sí,9
661,Tacos,Semanal,34,5,2,Rápido,Alto,6,Sí,4
662,Pizza,Semanal,70,8,4,Rápido,Alto,7,Sí,6
663,Pizza,Quincenal,101,9,3,Aceptable,Bajo,2,No,5
664,Pollo Frito,Mensual,35,10,8,Lento,Medio,5,No,8
665,Pollo Frito,Ocasional,97,7,7,Aceptable,Bajo,9,Sí,8
666,Pizza,Semanal,133,9,7,Lento,Medio,8,Sí,8
667,Tacos,Quincenal,36,6,9,Aceptable,Medio,6,No,7
668,Pizza,Quincenal,94,8,6,Rápido,Medio,7,Sí,7
669,Pollo Frito,Mensual,91,9,3,Aceptable,Bajo,4,Sí,5
670,Pollo Frito,Semanal,103,10,9,Rápido,Medio,10,Sí,10
671,Hamburguesas,Mensual,86,3,9,Lento,Alto,8,No,7
672,Pollo Frito,Mensual,64,10,1,Aceptable,Alto,3,Sí,5
673,Pizza,Mensual,61,0,8,Aceptable,Bajo,10,Sí,6
674,Pollo Frito,Mensual,48,3,8,Aceptable,Medio,8,Sí,6
675,Hot Dogs,Ocasional,63,7,3,Aceptable,Medio,8,Sí,6
676,Sándwiches,Semanal,30,8,6,Aceptable,Bajo,3,Sí,6
677,Hamburguesas,Semanal,66,10,1,Aceptable,Bajo,2,No,4
678,Pollo Frito,Diario,57,10,9,Rápido,Medio,8,Sí,9
679,Hot Dogs,Quincenal,28,4,8,Rápido,Bajo,7,No,6
680,Tacos,Quincenal,88,8,2,Rápido,Medio,9,Sí,6
681,Pollo Frito,Semanal,102,10,8,Lento,Medio,9,Sí,9
682,Pollo Frito,Quincenal,61,5,4,Aceptable,Bajo,9,No,6
683,Shawarmas,Semanal,76,5,7,Rápido,Medio,6,No,6
684,Shawarmas,Semanal,33,7,3,Aceptable,Medio,10,Sí,7
685,Hamburguesas,Semanal,76,5,3,Aceptable,Alto,5,Sí,4
686,Hamburguesas,Semanal,95,8,1,Rápido,Medio,7,Sí,5
687,Pizza,Semanal,103,9,8,Rápido,Bajo,10,Sí,9
688,Tacos,Semanal,42,3,7,Rápido,Medio,7,No,6
689,Pizza,Mensual,123,10,8,Rápido,Medio,8,Sí,9
690,Pollo Frito,Mensual,62,8,9,Aceptable,Medio,5,No,7
691,Hamburguesas,Quincenal,110,10,10,Rápido,Bajo,10,Sí,10
692,Sándwiches,Mensual,89,1,8,Aceptable,Medio,7,Sí,5
693,Pollo Frito,Diario,128,7,5,Aceptable,Bajo,6,Sí,6
694,Pollo Frito,Semanal,125,7,8,Lento,Medio,8,Sí,8
695,Pizza,Mensual,68,9,6,Aceptable,Alto,7,Sí,7
696,Pizza,Mensual,87,8,6,Aceptable,Medio,9,Sí,8
697,Pollo Frito,Semanal,122,2,10,Aceptable,Alto,9,Sí,7
698,Hamburguesas,Semanal,84,6,8,Aceptable,Medio,6,Sí,7
699,Pollo Frito,Mensual,52,10,5,Aceptable,Medio,3,No,6
700,Shawarmas,Mensual,58,6,10,Rápido,Bajo,7,Sí,8
701,Hamburguesas,Quincenal,99,7,3,Aceptable,Medio,9,Sí,6
702,Hamburguesas,Quincenal,43,4,10,Lento,Medio,2,No,5
703,Sándwiches,Semanal,60,3,3,Aceptable,Medio,4,Sí,3
704,Hamburguesas,Ocasional,104,10,7,Aceptable,Bajo,7,Sí,8
705,Pizza,Diario,147,5,10,Aceptable,Medio,8,No,8
706,Hot Dogs,Quincenal,62,8,9,Rápido,Bajo,7,Sí,8
707,Hot Dogs,Semanal,36,5,6,Rápido,Medio,5,Sí,5
708,Sándwiches,Quincenal,45,9,5,Aceptable,Medio,10,Sí,8
709,Tacos,Semanal,55,3,10,Rápido,Medio,8,No,7
710,Pollo Frito,Diario,75,10,3,Lento,Medio,7,Sí,7
711,Pizza,Diario,108,9,10,Rápido,Alto,10,Sí,10
712,Pollo Frito,Quincenal,117,9,7,Aceptable,Medio,5,Sí,7
713,Shawarmas,Semanal,44,9,10,Rápido,Medio,3,Sí,7
714,Hot Dogs,Quincenal,25,6,8,Aceptable,Alto,4,Sí,6
715,Pizza,Semanal,153,7,8,Rápido,Medio,2,No,6
716,Pollo Frito,Ocasional,120,6,3,Rápido,Medio,9,Sí,6
717,Hamburguesas,Semanal,92,9,2,Rápido,Alto,9,Sí,7
718,Hot Dogs,Semanal,71,9,10,Rápido,Alto,9,Sí,9
719,Pollo Frito,Semanal,73,7,9,Rápido,Alto,10,Sí,9
720,Tacos,Semanal,77,8,5,Aceptable,Medio,4,No,6
721,Pizza,Semanal,93,5,7,Aceptable,Medio,9,No,7
722,Pollo Frito,Quincenal,38,9,4,Rápido,Medio,6,No,6
723,Hamburguesas,Semanal,117,5,3,Aceptable,Medio,5,Sí,4
724,Pollo Frito,Quincenal,68,8,7,Rápido,Medio,8,Sí,8
725,Pollo Frito,Mensual,55,8,3,Aceptable,Medio,7,Sí,6
726,Pizza,Semanal,126,10,6,Aceptable,Alto,5,Sí,7
727,Pizza,Semanal,141,4,6,Rápido,Medio,6,No,5
728,Hamburguesas,Quincenal,80,9,0,Rápido,Medio,7,Sí,5
729,Hamburguesas,Ocasional,48,5,7,Rápido,Alto,9,Sí,7
730,Pizza,Semanal,47,7,6,Lento,Medio,6,No,6
731,Tacos,Semanal,63,0,9,Aceptable,Medio,5,Sí,5
732,Pizza,Ocasional,99,8,9,Aceptable,Bajo,2,No,6
733,Pizza,Mensual,110,8,7,Rápido,Medio,10,Sí,8
734,Pizza,Semanal,60,10,4,Rápido,Medio,10,Sí,8
735,Pizza,Mensual,80,10,6,Aceptable,Bajo,4,Sí,7
736,Hot Dogs,Mensual,53,5,4,Lento,Bajo,5,Sí,5
737,Pizza,Quincenal,135,7,8,Rápido,Medio,4,Sí,6
738,Hamburguesas,Semanal,64,7,9,Rápido,Bajo,6,No,7
739,Tacos,Mensual,30,2,7,Aceptable,Medio,6,No,5
740,Sándwiches,Quincenal,95,7,10,Lento,Alto,7,Sí,8
741,Hot Dogs,Ocasional,43,4,10,Rápido,Medio,7,Sí,7
742,Tacos,Semanal,75,7,8,Rápido,Alto,3,Sí,6
743,Hamburguesas,Quincenal,86,3,9,Aceptable,Alto,9,No,7
744,Pollo Frito,Mensual,117,10,6,Lento,Alto,8,Sí,8
745,Pollo Frito,Semanal,93,3,5,Rápido,Medio,7,Sí,5
746,Hot Dogs,Quincenal,21,10,6,Rápido,Medio,8,Sí,8
747,Pizza,Semanal,141,7,7,Rápido,Medio,7,Sí,7
748,Pollo Frito,Quincenal,104,8,10,Lento,Bajo,1,No,6
749,Hamburguesas,Mensual,91,7,1,Lento,Medio,8,Sí,5
